data;zona;ospedale;diagnosi;numero_ricoveri
25/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
25/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
25/01/2025 00:00;Est;Policlinico di Milano;altre cause;2
25/01/2025 00:00;Est;Policlinico di Milano;trauma;0
25/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
25/01/2025 00:00;Est;Policlinico di Milano;infezioni;1
25/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;2
25/01/2025 00:00;Est;San Raffaele;altre cause;9
25/01/2025 00:00;Est;San Raffaele;trauma;4
25/01/2025 00:00;Est;San Raffaele;cardiopatie;2
25/01/2025 00:00;Est;San Raffaele;infezioni;3
25/01/2025 00:00;Est;San Raffaele;problemi respiratori;3
25/01/2025 00:00;Centro;Humanitas;altre cause;1
25/01/2025 00:00;Centro;Humanitas;trauma;4
25/01/2025 00:00;Centro;Humanitas;cardiopatie;3
25/01/2025 00:00;Centro;Humanitas;infezioni;4
25/01/2025 00:00;Centro;Humanitas;problemi respiratori;2
25/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;10
25/01/2025 00:00;Sud-Ovest;San Paolo;trauma;1
25/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
25/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
25/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
25/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
25/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
25/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
25/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;2
25/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;2
25/01/2025 00:00;Centro;Galeazzi;altre cause;9
25/01/2025 00:00;Centro;Galeazzi;trauma;1
25/01/2025 00:00;Centro;Galeazzi;cardiopatie;3
25/01/2025 00:00;Centro;Galeazzi;infezioni;3
25/01/2025 00:00;Centro;Galeazzi;problemi respiratori;1
25/01/2025 00:00;Nord;Buzzi;altre cause;8
25/01/2025 00:00;Nord;Buzzi;trauma;3
25/01/2025 00:00;Nord;Buzzi;cardiopatie;1
25/01/2025 00:00;Nord;Buzzi;infezioni;1
25/01/2025 00:00;Nord;Buzzi;problemi respiratori;1
25/01/2025 00:00;Nord;Sacco;altre cause;14
25/01/2025 00:00;Nord;Sacco;trauma;1
25/01/2025 00:00;Nord;Sacco;cardiopatie;4
25/01/2025 00:00;Nord;Sacco;infezioni;4
25/01/2025 00:00;Nord;Sacco;problemi respiratori;2
25/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
25/01/2025 00:00;Nord;Istituto dei Tumori;trauma;4
25/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
25/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
25/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;2
26/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
26/01/2025 00:00;Nord;Ospedale Niguarda;trauma;3
26/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;3
26/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
26/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
26/01/2025 00:00;Est;Policlinico di Milano;altre cause;3
26/01/2025 00:00;Est;Policlinico di Milano;trauma;4
26/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
26/01/2025 00:00;Est;Policlinico di Milano;infezioni;1
26/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;2
26/01/2025 00:00;Est;San Raffaele;altre cause;7
26/01/2025 00:00;Est;San Raffaele;trauma;0
26/01/2025 00:00;Est;San Raffaele;cardiopatie;5
26/01/2025 00:00;Est;San Raffaele;infezioni;0
26/01/2025 00:00;Est;San Raffaele;problemi respiratori;1
26/01/2025 00:00;Centro;Humanitas;altre cause;1
26/01/2025 00:00;Centro;Humanitas;trauma;5
26/01/2025 00:00;Centro;Humanitas;cardiopatie;0
26/01/2025 00:00;Centro;Humanitas;infezioni;3
26/01/2025 00:00;Centro;Humanitas;problemi respiratori;1
26/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;10
26/01/2025 00:00;Sud-Ovest;San Paolo;trauma;1
26/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
26/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
26/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;3
26/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
26/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
26/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
26/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
26/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
26/01/2025 00:00;Centro;Galeazzi;altre cause;7
26/01/2025 00:00;Centro;Galeazzi;trauma;3
26/01/2025 00:00;Centro;Galeazzi;cardiopatie;4
26/01/2025 00:00;Centro;Galeazzi;infezioni;7
26/01/2025 00:00;Centro;Galeazzi;problemi respiratori;1
26/01/2025 00:00;Nord;Buzzi;altre cause;6
26/01/2025 00:00;Nord;Buzzi;trauma;3
26/01/2025 00:00;Nord;Buzzi;cardiopatie;4
26/01/2025 00:00;Nord;Buzzi;infezioni;0
26/01/2025 00:00;Nord;Buzzi;problemi respiratori;2
26/01/2025 00:00;Nord;Sacco;altre cause;12
26/01/2025 00:00;Nord;Sacco;trauma;3
26/01/2025 00:00;Nord;Sacco;cardiopatie;4
26/01/2025 00:00;Nord;Sacco;infezioni;2
26/01/2025 00:00;Nord;Sacco;problemi respiratori;2
26/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
26/01/2025 00:00;Nord;Istituto dei Tumori;trauma;5
26/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
26/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
26/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;2
27/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
27/01/2025 00:00;Nord;Ospedale Niguarda;trauma;3
27/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
27/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
27/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;16
27/01/2025 00:00;Est;Policlinico di Milano;altre cause;0
27/01/2025 00:00;Est;Policlinico di Milano;trauma;3
27/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
27/01/2025 00:00;Est;Policlinico di Milano;infezioni;4
27/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;22
27/01/2025 00:00;Est;San Raffaele;altre cause;9
27/01/2025 00:00;Est;San Raffaele;trauma;4
27/01/2025 00:00;Est;San Raffaele;cardiopatie;2
27/01/2025 00:00;Est;San Raffaele;infezioni;4
27/01/2025 00:00;Est;San Raffaele;problemi respiratori;20
27/01/2025 00:00;Centro;Humanitas;altre cause;1
27/01/2025 00:00;Centro;Humanitas;trauma;4
27/01/2025 00:00;Centro;Humanitas;cardiopatie;2
27/01/2025 00:00;Centro;Humanitas;infezioni;5
27/01/2025 00:00;Centro;Humanitas;problemi respiratori;14
27/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
27/01/2025 00:00;Sud-Ovest;San Paolo;trauma;2
27/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;5
27/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
27/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;15
27/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
27/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
27/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
27/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
27/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;16
27/01/2025 00:00;Centro;Galeazzi;altre cause;9
27/01/2025 00:00;Centro;Galeazzi;trauma;0
27/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
27/01/2025 00:00;Centro;Galeazzi;infezioni;4
27/01/2025 00:00;Centro;Galeazzi;problemi respiratori;12
27/01/2025 00:00;Nord;Buzzi;altre cause;7
27/01/2025 00:00;Nord;Buzzi;trauma;3
27/01/2025 00:00;Nord;Buzzi;cardiopatie;4
27/01/2025 00:00;Nord;Buzzi;infezioni;1
27/01/2025 00:00;Nord;Buzzi;problemi respiratori;15
27/01/2025 00:00;Nord;Sacco;altre cause;12
27/01/2025 00:00;Nord;Sacco;trauma;5
27/01/2025 00:00;Nord;Sacco;cardiopatie;1
27/01/2025 00:00;Nord;Sacco;infezioni;1
27/01/2025 00:00;Nord;Sacco;problemi respiratori;16
27/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;10
27/01/2025 00:00;Nord;Istituto dei Tumori;trauma;8
27/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
27/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
27/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;17
28/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
28/01/2025 00:00;Nord;Ospedale Niguarda;trauma;1
28/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
28/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
28/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;18
28/01/2025 00:00;Est;Policlinico di Milano;altre cause;0
28/01/2025 00:00;Est;Policlinico di Milano;trauma;0
28/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
28/01/2025 00:00;Est;Policlinico di Milano;infezioni;0
28/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;18
28/01/2025 00:00;Est;San Raffaele;altre cause;10
28/01/2025 00:00;Est;San Raffaele;trauma;2
28/01/2025 00:00;Est;San Raffaele;cardiopatie;5
28/01/2025 00:00;Est;San Raffaele;infezioni;0
28/01/2025 00:00;Est;San Raffaele;problemi respiratori;19
28/01/2025 00:00;Centro;Humanitas;altre cause;0
28/01/2025 00:00;Centro;Humanitas;trauma;4
28/01/2025 00:00;Centro;Humanitas;cardiopatie;1
28/01/2025 00:00;Centro;Humanitas;infezioni;5
28/01/2025 00:00;Centro;Humanitas;problemi respiratori;13
28/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
28/01/2025 00:00;Sud-Ovest;San Paolo;trauma;2
28/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
28/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;3
28/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;19
28/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
28/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
28/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
28/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
28/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;23
28/01/2025 00:00;Centro;Galeazzi;altre cause;9
28/01/2025 00:00;Centro;Galeazzi;trauma;3
28/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
28/01/2025 00:00;Centro;Galeazzi;infezioni;3
28/01/2025 00:00;Centro;Galeazzi;problemi respiratori;8
28/01/2025 00:00;Nord;Buzzi;altre cause;4
28/01/2025 00:00;Nord;Buzzi;trauma;5
28/01/2025 00:00;Nord;Buzzi;cardiopatie;5
28/01/2025 00:00;Nord;Buzzi;infezioni;3
28/01/2025 00:00;Nord;Buzzi;problemi respiratori;15
28/01/2025 00:00;Nord;Sacco;altre cause;13
28/01/2025 00:00;Nord;Sacco;trauma;4
28/01/2025 00:00;Nord;Sacco;cardiopatie;3
28/01/2025 00:00;Nord;Sacco;infezioni;4
28/01/2025 00:00;Nord;Sacco;problemi respiratori;17
28/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
28/01/2025 00:00;Nord;Istituto dei Tumori;trauma;8
28/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
28/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
28/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;17
29/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
29/01/2025 00:00;Nord;Ospedale Niguarda;trauma;3
29/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
29/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
29/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;19
29/01/2025 00:00;Est;Policlinico di Milano;altre cause;1
29/01/2025 00:00;Est;Policlinico di Milano;trauma;4
29/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
29/01/2025 00:00;Est;Policlinico di Milano;infezioni;3
29/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;20
29/01/2025 00:00;Est;San Raffaele;altre cause;8
29/01/2025 00:00;Est;San Raffaele;trauma;1
29/01/2025 00:00;Est;San Raffaele;cardiopatie;4
29/01/2025 00:00;Est;San Raffaele;infezioni;1
29/01/2025 00:00;Est;San Raffaele;problemi respiratori;17
29/01/2025 00:00;Centro;Humanitas;altre cause;0
29/01/2025 00:00;Centro;Humanitas;trauma;1
29/01/2025 00:00;Centro;Humanitas;cardiopatie;3
29/01/2025 00:00;Centro;Humanitas;infezioni;3
29/01/2025 00:00;Centro;Humanitas;problemi respiratori;12
29/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
29/01/2025 00:00;Sud-Ovest;San Paolo;trauma;3
29/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;5
29/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
29/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;19
29/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
29/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
29/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
29/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
29/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;21
29/01/2025 00:00;Centro;Galeazzi;altre cause;7
29/01/2025 00:00;Centro;Galeazzi;trauma;0
29/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
29/01/2025 00:00;Centro;Galeazzi;infezioni;4
29/01/2025 00:00;Centro;Galeazzi;problemi respiratori;12
29/01/2025 00:00;Nord;Buzzi;altre cause;8
29/01/2025 00:00;Nord;Buzzi;trauma;2
29/01/2025 00:00;Nord;Buzzi;cardiopatie;4
29/01/2025 00:00;Nord;Buzzi;infezioni;1
29/01/2025 00:00;Nord;Buzzi;problemi respiratori;16
29/01/2025 00:00;Nord;Sacco;altre cause;10
29/01/2025 00:00;Nord;Sacco;trauma;5
29/01/2025 00:00;Nord;Sacco;cardiopatie;4
29/01/2025 00:00;Nord;Sacco;infezioni;4
29/01/2025 00:00;Nord;Sacco;problemi respiratori;19
29/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;10
29/01/2025 00:00;Nord;Istituto dei Tumori;trauma;8
29/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
29/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
29/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;20
30/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
30/01/2025 00:00;Nord;Ospedale Niguarda;trauma;4
30/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
30/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;4
30/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;2
30/01/2025 00:00;Est;Policlinico di Milano;altre cause;2
30/01/2025 00:00;Est;Policlinico di Milano;trauma;0
30/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;2
30/01/2025 00:00;Est;Policlinico di Milano;infezioni;1
30/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;1
30/01/2025 00:00;Est;San Raffaele;altre cause;8
30/01/2025 00:00;Est;San Raffaele;trauma;1
30/01/2025 00:00;Est;San Raffaele;cardiopatie;1
30/01/2025 00:00;Est;San Raffaele;infezioni;2
30/01/2025 00:00;Est;San Raffaele;problemi respiratori;2
30/01/2025 00:00;Centro;Humanitas;altre cause;0
30/01/2025 00:00;Centro;Humanitas;trauma;3
30/01/2025 00:00;Centro;Humanitas;cardiopatie;3
30/01/2025 00:00;Centro;Humanitas;infezioni;5
30/01/2025 00:00;Centro;Humanitas;problemi respiratori;2
30/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
30/01/2025 00:00;Sud-Ovest;San Paolo;trauma;2
30/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
30/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
30/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;1
30/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
30/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
30/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
30/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
30/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
30/01/2025 00:00;Centro;Galeazzi;altre cause;5
30/01/2025 00:00;Centro;Galeazzi;trauma;0
30/01/2025 00:00;Centro;Galeazzi;cardiopatie;2
30/01/2025 00:00;Centro;Galeazzi;infezioni;7
30/01/2025 00:00;Centro;Galeazzi;problemi respiratori;2
30/01/2025 00:00;Nord;Buzzi;altre cause;6
30/01/2025 00:00;Nord;Buzzi;trauma;1
30/01/2025 00:00;Nord;Buzzi;cardiopatie;5
30/01/2025 00:00;Nord;Buzzi;infezioni;0
30/01/2025 00:00;Nord;Buzzi;problemi respiratori;1
30/01/2025 00:00;Nord;Sacco;altre cause;14
30/01/2025 00:00;Nord;Sacco;trauma;1
30/01/2025 00:00;Nord;Sacco;cardiopatie;4
30/01/2025 00:00;Nord;Sacco;infezioni;5
30/01/2025 00:00;Nord;Sacco;problemi respiratori;3
30/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
30/01/2025 00:00;Nord;Istituto dei Tumori;trauma;6
30/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
30/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;1
30/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;4
31/01/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
31/01/2025 00:00;Nord;Ospedale Niguarda;trauma;4
31/01/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
31/01/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
31/01/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;1
31/01/2025 00:00;Est;Policlinico di Milano;altre cause;1
31/01/2025 00:00;Est;Policlinico di Milano;trauma;1
31/01/2025 00:00;Est;Policlinico di Milano;cardiopatie;2
31/01/2025 00:00;Est;Policlinico di Milano;infezioni;2
31/01/2025 00:00;Est;Policlinico di Milano;problemi respiratori;0
31/01/2025 00:00;Est;San Raffaele;altre cause;10
31/01/2025 00:00;Est;San Raffaele;trauma;3
31/01/2025 00:00;Est;San Raffaele;cardiopatie;3
31/01/2025 00:00;Est;San Raffaele;infezioni;1
31/01/2025 00:00;Est;San Raffaele;problemi respiratori;2
31/01/2025 00:00;Centro;Humanitas;altre cause;3
31/01/2025 00:00;Centro;Humanitas;trauma;1
31/01/2025 00:00;Centro;Humanitas;cardiopatie;0
31/01/2025 00:00;Centro;Humanitas;infezioni;6
31/01/2025 00:00;Centro;Humanitas;problemi respiratori;4
31/01/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
31/01/2025 00:00;Sud-Ovest;San Paolo;trauma;3
31/01/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
31/01/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
31/01/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
31/01/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
31/01/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;4
31/01/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
31/01/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
31/01/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;3
31/01/2025 00:00;Centro;Galeazzi;altre cause;6
31/01/2025 00:00;Centro;Galeazzi;trauma;2
31/01/2025 00:00;Centro;Galeazzi;cardiopatie;1
31/01/2025 00:00;Centro;Galeazzi;infezioni;6
31/01/2025 00:00;Centro;Galeazzi;problemi respiratori;2
31/01/2025 00:00;Nord;Buzzi;altre cause;8
31/01/2025 00:00;Nord;Buzzi;trauma;1
31/01/2025 00:00;Nord;Buzzi;cardiopatie;4
31/01/2025 00:00;Nord;Buzzi;infezioni;0
31/01/2025 00:00;Nord;Buzzi;problemi respiratori;2
31/01/2025 00:00;Nord;Sacco;altre cause;13
31/01/2025 00:00;Nord;Sacco;trauma;1
31/01/2025 00:00;Nord;Sacco;cardiopatie;4
31/01/2025 00:00;Nord;Sacco;infezioni;4
31/01/2025 00:00;Nord;Sacco;problemi respiratori;3
31/01/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
31/01/2025 00:00;Nord;Istituto dei Tumori;trauma;4
31/01/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
31/01/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
31/01/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;1
01/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
01/02/2025 00:00;Nord;Ospedale Niguarda;trauma;5
01/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;2
01/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
01/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;1
01/02/2025 00:00;Est;Policlinico di Milano;altre cause;3
01/02/2025 00:00;Est;Policlinico di Milano;trauma;4
01/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
01/02/2025 00:00;Est;Policlinico di Milano;infezioni;3
01/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;1
01/02/2025 00:00;Est;San Raffaele;altre cause;7
01/02/2025 00:00;Est;San Raffaele;trauma;2
01/02/2025 00:00;Est;San Raffaele;cardiopatie;5
01/02/2025 00:00;Est;San Raffaele;infezioni;4
01/02/2025 00:00;Est;San Raffaele;problemi respiratori;2
01/02/2025 00:00;Centro;Humanitas;altre cause;0
01/02/2025 00:00;Centro;Humanitas;trauma;3
01/02/2025 00:00;Centro;Humanitas;cardiopatie;0
01/02/2025 00:00;Centro;Humanitas;infezioni;3
01/02/2025 00:00;Centro;Humanitas;problemi respiratori;2
01/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;10
01/02/2025 00:00;Sud-Ovest;San Paolo;trauma;1
01/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
01/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
01/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
01/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
01/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
01/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
01/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
01/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;2
01/02/2025 00:00;Centro;Galeazzi;altre cause;6
01/02/2025 00:00;Centro;Galeazzi;trauma;1
01/02/2025 00:00;Centro;Galeazzi;cardiopatie;4
01/02/2025 00:00;Centro;Galeazzi;infezioni;6
01/02/2025 00:00;Centro;Galeazzi;problemi respiratori;2
01/02/2025 00:00;Nord;Buzzi;altre cause;7
01/02/2025 00:00;Nord;Buzzi;trauma;2
01/02/2025 00:00;Nord;Buzzi;cardiopatie;3
01/02/2025 00:00;Nord;Buzzi;infezioni;0
01/02/2025 00:00;Nord;Buzzi;problemi respiratori;2
01/02/2025 00:00;Nord;Sacco;altre cause;11
01/02/2025 00:00;Nord;Sacco;trauma;5
01/02/2025 00:00;Nord;Sacco;cardiopatie;0
01/02/2025 00:00;Nord;Sacco;infezioni;4
01/02/2025 00:00;Nord;Sacco;problemi respiratori;3
01/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;9
01/02/2025 00:00;Nord;Istituto dei Tumori;trauma;4
01/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
01/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
01/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;3
02/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
02/02/2025 00:00;Nord;Ospedale Niguarda;trauma;1
02/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
02/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
02/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
02/02/2025 00:00;Est;Policlinico di Milano;altre cause;0
02/02/2025 00:00;Est;Policlinico di Milano;trauma;4
02/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
02/02/2025 00:00;Est;Policlinico di Milano;infezioni;4
02/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;3
02/02/2025 00:00;Est;San Raffaele;altre cause;9
02/02/2025 00:00;Est;San Raffaele;trauma;2
02/02/2025 00:00;Est;San Raffaele;cardiopatie;4
02/02/2025 00:00;Est;San Raffaele;infezioni;2
02/02/2025 00:00;Est;San Raffaele;problemi respiratori;1
02/02/2025 00:00;Centro;Humanitas;altre cause;0
02/02/2025 00:00;Centro;Humanitas;trauma;3
02/02/2025 00:00;Centro;Humanitas;cardiopatie;0
02/02/2025 00:00;Centro;Humanitas;infezioni;6
02/02/2025 00:00;Centro;Humanitas;problemi respiratori;1
02/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
02/02/2025 00:00;Sud-Ovest;San Paolo;trauma;3
02/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
02/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
02/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;3
02/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
02/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
02/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
02/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
02/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;2
02/02/2025 00:00;Centro;Galeazzi;altre cause;6
02/02/2025 00:00;Centro;Galeazzi;trauma;2
02/02/2025 00:00;Centro;Galeazzi;cardiopatie;5
02/02/2025 00:00;Centro;Galeazzi;infezioni;4
02/02/2025 00:00;Centro;Galeazzi;problemi respiratori;3
02/02/2025 00:00;Nord;Buzzi;altre cause;4
02/02/2025 00:00;Nord;Buzzi;trauma;5
02/02/2025 00:00;Nord;Buzzi;cardiopatie;1
02/02/2025 00:00;Nord;Buzzi;infezioni;0
02/02/2025 00:00;Nord;Buzzi;problemi respiratori;2
02/02/2025 00:00;Nord;Sacco;altre cause;14
02/02/2025 00:00;Nord;Sacco;trauma;3
02/02/2025 00:00;Nord;Sacco;cardiopatie;0
02/02/2025 00:00;Nord;Sacco;infezioni;4
02/02/2025 00:00;Nord;Sacco;problemi respiratori;4
02/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;10
02/02/2025 00:00;Nord;Istituto dei Tumori;trauma;8
